Numer RSPO;REGON;NIP;Typ;Nazwa;Kod terytorialny województwo;Kod terytorialny powiat;Kod terytorialny gmina;Kod terytorialny miejscowość;Kod terytorialny ulica;Województwo;Powiat;Gmina;Miejscowość;Rodzaj miejscowości;Ulica;Numer budynku;Numer lokalu;Kod pocztowy;Poczta;Telefon;Faks;E-mail;Strona www;Publiczność status;Kategoria uczniów;Specyfika placówki;Imię i nazwisko dyrektora;Data założenia;Data rozpoczęcia działalności;Data likwidacji;Typ organu prowadzącego;Nazwa organu prowadzącego;REGON organu prowadzącego;NIP organu prowadzącego;Województwo organu prowadzącego;Powiat organu prowadzącego;Gmina organu prowadzącego;Miejsce w strukturze;RSPO podmiotu nadrzędnego;Typ podmiotu nadrzędnego;Nazwa podmiotu nadrzędnego;Liczba uczniów;Tereny sportowe;Języki nauczane;Czy zatrudnia logopedę;Czy zatrudnia psychologa;Czy zatrudnia pedagoga;Oddziały podstawowe wg specyfiki;Oddziały dodatkowe;Zawód;Zawód artystyczny;Zawód w KPSS;Dziedzina BCU
"9553";"=""270554350""";"=""6342289001""";"Przedszkole";"PRZEDSZKOLE NR 40 W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""15625""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Panewnicka";"=""73""";"=""""";"=""40-761""";"Katowice";"=""789582193""";"=""""";"mp40katowice.dyrektor@gmail.com";"www.przedszkole40katowice.edupage.org";"publiczna";"Dzieci lub młodzież";"brak specyfiki";" ";"1999.12.29";"2000.01.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"szkoła/placówka wchodząca w skład jednostki złożonej";"480179";"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKOLNO-PRZEDSZKOLNY NR 18 W KATOWICACH";"65";"";"angielski";"Tak";"Tak";"Tak";"ogólnodostępny";"";"";"";"";""
"9567";"=""270554367""";"=""9542223528""";"Przedszkole";"PRZEDSZKOLE NR 41 Z ODDZIAŁAMI INTEGRACYJNYMI W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""09870""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Ignacego Kraszewskiego";"=""6""";"=""""";"=""40-750""";"Katowice";"=""322029295""";"=""322069295""";"mp41katowice@interia.pl";"";"publiczna";"Dzieci lub młodzież";"brak specyfiki";" ";"1999.12.29";"2000.01.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"szkoła/placówka wchodząca w skład jednostki złożonej";"272300";"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKOLNO-PRZEDSZKOLNY NR 10";"160";"";"angielski";"Tak";"Tak";"Tak";"ogólnodostępny, integracyjny, specjalny";"";"";"";"";""
"9595";"=""270554373""";"=""9542223534""";"Przedszkole";"PRZEDSZKOLE NR 42 W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""01929""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Tadeusza Boya-Żeleńskiego";"=""30""";"=""""";"=""40-750""";"Katowice";"=""322029131""";"=""322029131""";"mp42katowice@poczta.onet.pl";"http://www.mp42katowice.pl/";"publiczna";"Dzieci lub młodzież";"brak specyfiki";" ";"1999.12.29";"2000.01.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"szkoła/placówka wchodząca w skład jednostki złożonej";"272301";"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKOLNO-PRZEDSZKOLNY NR 11";"69";"";"angielski";"Tak";"Nie";"Tak";"ogólnodostępny";"";"";"";"";""
"78938";"=""270554380""";"=""""";"Przedszkole";"PRZEDSZKOLE NR 43 W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""28498""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Mariana Sobańskiego";"=""86""";"=""""";"=""40-685""";"Katowice";"=""322028370""";"=""""";"SP32K_ce@poczta.onet.pl";"";"publiczna";"Dzieci lub młodzież";"brak specyfiki";" ";"1999.12.29";"2000.01.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"szkoła/placówka wchodząca w skład jednostki złożonej";"5729";"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKOLNO - PRZEDSZKOLNY NR 2";"71";"";"angielski";"Nie";"Tak";"Tak";"ogólnodostępny";"";"";"";"";""
"9604";"=""270554404""";"=""6342289018""";"Przedszkole";"PRZEDSZKOLE NR 45 W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""20494""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Sokolska";"=""25""";"=""""";"=""40-086""";"Katowice";"=""322599087""";"=""322599087""";"miejskie45@gmail.com";"";"publiczna";"Dzieci lub młodzież";"brak specyfiki";" ";"1999.12.29";"2000.01.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"szkoła/placówka wchodząca w skład jednostki złożonej";"480185";"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKOLNO-PRZEDSZKOLNY NR 24 W KATOWICACH";"99";"";"angielski";"Tak";"Tak";"Tak";"ogólnodostępny";"";"";"";"";""
"9633";"=""270554410""";"=""9542223557""";"Przedszkole";"PRZEDSZKOLE NR 46 W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""31843""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. gen. Zygmunta Waltera Jankego";"=""111""";"=""""";"=""40-616""";"Katowice";"=""322029660""";"=""""";"mp46@interia.eu";"http://mp46katowice.pl/";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"MARIOLA KRAJ";"1999.12.29";"2000.01.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"samodzielna";"";"";"";"62";"";"angielski";"Tak";"Tak";"Nie";"ogólnodostępny";"";"";"";"";""
"9638";"=""270554427""";"=""6342289024""";"Przedszkole";"PRZEDSZKOLE NR 47 Z ODDZIAŁAMI INTEGRACYJNYMI W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""20254""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Słoneczna";"=""60""";"=""""";"=""40-136""";"Katowice";"=""322062240""";"=""322062240""";"mp47katowice@wp.pl";"";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"DOROTA BINEK";"1999.12.29";"2000.01.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"samodzielna";"";"";"";"80";"";"angielski";"Tak";"Tak";"Nie";"integracyjny, specjalny";"";"";"";"";""
"9766";"=""270554433""";"=""6342289030""";"Przedszkole";"PRZEDSZKOLE NR 48 W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""20478""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Sokola";"=""56a""";"=""""";"=""40-124""";"Katowice";"=""322582213""";"=""322582213""";"przedszkole48@onet.pl";"";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"KATARZYNA GAWRON";"1999.12.29";"2000.01.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"samodzielna";"";"";"";"93";"";"angielski";"Tak";"Nie";"Nie";"ogólnodostępny";"";"";"";"";""
"9806";"=""270554440""";"=""9542223563""";"Przedszkole";"PRZEDSZKOLE NR 49 IM. SIEDMIU KRASNOLUDKÓW W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""18102""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Puławska";"=""9""";"=""""";"=""40-217""";"Katowice";"=""322030236""";"=""322570236""";"mp49@zsp19katowice.pl";"http://mp49katowice.szkolnastrona.pl/";"publiczna";"Dzieci lub młodzież";"brak specyfiki";" ";"1999.12.29";"2000.01.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"szkoła/placówka wchodząca w skład jednostki złożonej";"480180";"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKOLNO-PRZEDSZKOLNY NR 19 W KATOWICACH";"43";"";"angielski";"Nie";"Tak";"Tak";"ogólnodostępny";"";"";"";"";""
"8733";"=""270554019""";"=""6342289260""";"Przedszkole";"PRZEDSZKOLE NR 5 W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""25416""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. gen. Józefa Zajączka";"=""6""";"=""""";"=""40-050""";"Katowice";"=""322514726""";"=""322514726""";"dyrektor@mp5katowice.pl";"www.mp5katowice.pl";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"IWONA SYPOSZ";"1999.12.29";"2000.01.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"samodzielna";"";"";"";"142";"";"angielski";"Tak";"Tak";"Nie";"ogólnodostępny";"";"";"";"";""
"9821";"=""270554456""";"=""6342289047""";"Przedszkole";"PRZEDSZKOLE NR 50 Z ODDZIAŁAMI INTEGRACYJNYMI W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""13390""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Ignacego Mościckiego";"=""2""";"=""""";"=""40-841""";"Katowice";"=""322543055""";"=""322543055""";"mpnr50katowice@op.pl";"";"publiczna";"Dzieci lub młodzież";"brak specyfiki";" ";"1999.12.29";"2000.01.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"samodzielna";"";"";"";"54";"";"angielski";"Tak";"Tak";"Nie";"integracyjny, specjalny";"";"";"";"";""
"10095";"=""270554462""";"=""6342289053""";"Przedszkole";"PRZEDSZKOLE NR 51 W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""18819""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Rolna";"=""41""";"=""""";"=""40-555""";"Katowice";"=""322523888""";"=""322523888""";"mp51katowice@op.pl";"";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"JOLANTA MENDERA-WÓJCIK";"1950.09.01";"1950.09.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"samodzielna";"";"";"";"93";"";"angielski";"Tak";"Tak";"Nie";"ogólnodostępny";"";"";"";"";""
"10110";"=""270554479""";"=""6342289076""";"Przedszkole";"PRZEDSZKOLE NR 52 W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""06881""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Kazimiery Iłłakowiczówny";"=""15a""";"=""""";"=""40-134""";"Katowice";"=""322582641""";"=""""";"Przedszkole52katowice@interia.pl";"";"publiczna";"Dzieci lub młodzież";"brak specyfiki";" ";"1999.12.29";"2000.01.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"szkoła/placówka wchodząca w skład jednostki złożonej";"480184";"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKOLNO-PRZEDSZKOLNY NR 23 W KATOWICACH";"96";"";"angielski";"Tak";"Tak";"Tak";"ogólnodostępny";"";"";"";"";""
"10121";"=""270554500""";"=""9542223586""";"Przedszkole";"PRZEDSZKOLE NR 55 W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""21917""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. gen. Stanisława Szeptyckiego";"=""3""";"=""""";"=""40-275""";"Katowice";"=""322555036""";"=""""";"sekretariat@zsip1katowice.edu.pl";"";"publiczna";"Dzieci lub młodzież";"brak specyfiki";" ";"1999.12.29";"2000.01.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"szkoła/placówka wchodząca w skład jednostki złożonej";"262561";"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKÓŁ I PLACÓWEK NR 1";"192";"";"angielski";"Tak";"Tak";"Tak";"ogólnodostępny";"";"";"";"";""
"10135";"=""270554516""";"=""9542223592""";"Przedszkole";"PRZEDSZKOLE NR 56 W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""24369""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Wiosny Ludów";"=""17""";"=""""";"=""40-374""";"Katowice";"=""322569567""";"=""322569567""";"miejskiepnr56@interia.pl";"";"publiczna";"Dzieci lub młodzież";"brak specyfiki";" ";"1999.12.29";"2000.01.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"szkoła/placówka wchodząca w skład jednostki złożonej";"272302";"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKOLNO-PRZEDSZKOLNY NR 12";"50";"";"angielski";"Tak";"Tak";"Tak";"ogólnodostępny";"";"";"";"";""
"10150";"=""270554522""";"=""6342289082""";"Przedszkole";"PRZEDSZKOLE NR 57 IM. KRASNALA HAŁABAŁY W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""16057""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Piastów";"=""13""";"=""""";"=""40-866""";"Katowice";"=""322542492""";"=""3202545275""";"mp57@wp.pl";"";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"AGNIESZKA WOJTASIK-BOJARSKA";"1999.12.29";"2000.01.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"samodzielna";"";"";"";"94";"";"angielski";"Tak";"Tak";"Nie";"ogólnodostępny";"";"";"";"";""
"79002";"=""270554539""";"=""""";"Przedszkole";"PRZEDSZKOLE NR 58 W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""06317""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Józefa Grzegorzka";"=""4""";"=""""";"=""40-309""";"Katowice";"=""322566276""";"=""""";"mp58@poczta.onet.pl";"http://www.zsp3.katowice.pl";"publiczna";"Dzieci lub młodzież";"brak specyfiki";" ";"1999.12.29";"2000.01.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"szkoła/placówka wchodząca w skład jednostki złożonej";"5773";"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKOLNO - PRZEDSZKOLNY NR 3";"99";"";"angielski";"Tak";"Tak";"Tak";"ogólnodostępny, integracyjny";"";"";"";"";""
"10153";"=""270554545""";"=""9542223617""";"Przedszkole";"PRZEDSZKOLE NR 59 W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""24578""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Wojciecha";"=""49""";"=""""";"=""40-474""";"Katowice";"=""322560822""";"=""322560822""";"dyrektor.mp59@o2.pl";"";"publiczna";"Dzieci lub młodzież";"brak specyfiki";" ";"1999.12.29";"2000.01.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"szkoła/placówka wchodząca w skład jednostki złożonej";"478214";"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKOLNO-PRZEDSZKOLNY NR 16";"100";"";"angielski";"Tak";"Tak";"Tak";"ogólnodostępny";"";"";"";"";""
"8734";"=""270554025""";"=""9542223439""";"Przedszkole";"PRZEDSZKOLE NR 6 W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""48244""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"al. Aleja Walentego Roździeńskiego";"=""82""";"=""""";"=""40-203""";"Katowice";"=""322587591""";"=""322587591""";"mp6kat@wp.pl";"";"publiczna";"Dzieci lub młodzież";"brak specyfiki";" ";"1999.12.29";"2000.01.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"szkoła/placówka wchodząca w skład jednostki złożonej";"262556";"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKOLNO-PRZEDSZKOLNY NR 5";"70";"";"angielski";"Tak";"Tak";"Tak";"ogólnodostępny, integracyjny";"";"";"";"";""
"10155";"=""270554551""";"=""9542223623""";"Przedszkole";"PRZEDSZKOLE NR 60 W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""06485""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. gen. Józefa Hallera";"=""60""";"=""""";"=""40-320""";"Katowice";"=""322569213""";"=""""";"sekretariat@mp60kat.szkolnastrona.pl";"";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"ANNA PĘKALSKA";"1999.12.29";"2000.01.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"samodzielna";"";"";"";"71";"";"angielski";"Nie";"Tak";"Nie";"ogólnodostępny";"";"";"";"";""
"10161";"=""270554568""";"=""9542223646""";"Przedszkole";"PRZEDSZKOLE NR 61 W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""08047""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Karliczka";"=""18""";"=""""";"=""40-488""";"Katowice";"=""322560614""";"=""322560614""";"mp61k-ce@wp.pl";"www.przedszkole61.katowice.pl";"publiczna";"Dzieci lub młodzież";"brak specyfiki";" ";"1999.12.29";"2000.01.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"szkoła/placówka wchodząca w skład jednostki złożonej";"272305";"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKOLNO-PRZEDSZKOLNY NR 13";"93";"";"angielski";"Tak";"Tak";"Tak";"ogólnodostępny";"";"";"";"";""
"10162";"=""270554574""";"=""9542223652""";"Przedszkole";"PRZEDSZKOLE NR 62 W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""15421""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Oswobodzenia";"=""61""";"=""""";"=""40-414""";"Katowice";"=""322557052""";"=""322557052""";"mp62katowice@poczta.fm";"";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"IZABELA BADURA";"1999.12.29";"2000.01.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"samodzielna";"";"";"";"67";"";"angielski";"Tak";"Tak";"Nie";"ogólnodostępny";"";"";"";"";""
"10164";"=""270554580""";"=""9542223669""";"Przedszkole";"PRZEDSZKOLE NR 63 IM. PLUSZOWEGO MISIA W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""25547""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Zamkowa";"=""10""";"=""""";"=""40-413""";"Katowice";"=""323534109""";"=""323534109""";"przedszkole_63@interia.pl";"https://mp63katowice.szkolnastrona.pl";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"Urszula Witek";"1999.12.29";"2000.01.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"samodzielna";"";"";"";"112";"";"angielski";"Tak";"Tak";"Nie";"ogólnodostępny";"";"";"";"";""
"10168";"=""270554597""";"=""9542223675""";"Przedszkole";"PRZEDSZKOLE NR 64 IM. JANUSZA KORCZAKA W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""16637""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"pl. Pod Lipami";"=""2""";"=""""";"=""40-467""";"Katowice";"=""3225677071""";"=""""";"mp64k@wp.pl";"www.mp64.katowice.pl";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"KATARZYNA DEJ";"1999.12.29";"2000.01.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"samodzielna";"";"";"";"69";"";"angielski";"Tak";"Tak";"Nie";"ogólnodostępny";"";"";"";"";""
"10169";"=""270554605""";"=""9542223681""";"Przedszkole";"PRZEDSZKOLE NR 65 W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""03048""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Ciesielska";"=""1""";"=""""";"=""40-379""";"Katowice";"=""322569003""";"=""322569001""";"mp65katowice@op.pl";"";"publiczna";"Dzieci lub młodzież";"brak specyfiki";" ";"1999.12.29";"2000.01.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"szkoła/placówka wchodząca w skład jednostki złożonej";"272302";"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKOLNO-PRZEDSZKOLNY NR 12";"72";"";"angielski";"Tak";"Tak";"Tak";"ogólnodostępny";"";"";"";"";""
"10171";"=""270554611""";"=""9542223698""";"Przedszkole";"PRZEDSZKOLE NR 66 IM. MAJKI JEŻOWSKIEJ Z ODDZIAŁAMI INTEGRACYJNYMI W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""02216""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Brynicy";"=""50""";"=""""";"=""40-353""";"Katowice";"=""322569728""";"=""322569728""";"przedszkole@mp66katowice.szkolnastrona.pl";"https://mp66katowice.szkolnastrona.pl/";"publiczna";"Dzieci lub młodzież";"brak specyfiki";" ";"1999.12.29";"2000.01.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"szkoła/placówka wchodząca w skład jednostki złożonej";"480186";"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKOLNO-PRZEDSZKOLNY NR 25 W KATOWICACH";"203";"";"angielski";"Tak";"Tak";"Tak";"ogólnodostępny, integracyjny, specjalny";"";"";"";"";""
"10173";"=""270554628""";"=""9542223706""";"Przedszkole";"PRZEDSZKOLE NR 67 Z ODDZIAŁAMI INTEGRACYJNYMI W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""48244""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"al. Aleja Walentego Roździeńskiego";"=""88""";"=""""";"=""40-203""";"Katowice";"=""322581036""";"=""322581036""";"przedszkole.67@gmail.com";"";"publiczna";"Dzieci lub młodzież";"brak specyfiki";" ";"1999.12.29";"2000.01.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"szkoła/placówka wchodząca w skład jednostki złożonej";"262556";"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKOLNO-PRZEDSZKOLNY NR 5";"69";"";"angielski";"Tak";"Tak";"Tak";"integracyjny, specjalny";"";"";"";"";""
"79394";"=""272065945""";"=""""";"Przedszkole";"PRZEDSZKOLE NR 70 IM. ""BAJTLI Z BOGUCIC"" W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""24838""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Walerego Wróblewskiego";"=""42""";"=""""";"=""40-214""";"Katowice";"=""322583566""";"=""""";"mp70katowice@gmail.com";"";"publiczna";"Dzieci lub młodzież";"brak specyfiki";" ";"1999.12.29";"2000.01.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"szkoła/placówka wchodząca w skład jednostki złożonej";"5772";"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKOLNO- PRZEDSZKOLNY NR 4";"43";"";"angielski";"Tak";"Tak";"Tak";"ogólnodostępny";"";"";"";"";""
"10174";"=""270554640""";"=""9542223729""";"Przedszkole";"PRZEDSZKOLE NR 71 W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""12716""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Piotra Michałowskiego";"=""3""";"=""""";"=""40-748""";"Katowice";"=""322029770""";"=""""";"mp71katowice@gmail.com";"mp71katowice.edupage.org";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"IZABELA JANELT";"1999.12.29";"2000.01.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"samodzielna";"";"";"";"141";"";"angielski";"Tak";"Tak";"Nie";"ogólnodostępny";"";"";"";"";""
"10177";"=""270554657""";"=""9542223735""";"Przedszkole";"PRZEDSZKOLE NR 72 W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""01279""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Bielska";"=""1""";"=""""";"=""40-749""";"Katowice";"=""322556326""";"=""322556326""";"mp72katowice@gmail.com";"";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"BOŻENA UGLORZ";"1999.12.29";"2000.01.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"samodzielna";"";"";"";"109";"";"angielski";"Tak";"Tak";"Nie";"ogólnodostępny";"";"";"";"";""
"10181";"=""270554663""";"=""6342289107""";"Przedszkole";"PRZEDSZKOLE NR 73 IM. MISIA USZATKA W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""20254""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Słoneczna";"=""77a""";"=""""";"=""40-136""";"Katowice";"=""322062032""";"=""""";"mp73@o2.pl";"";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"AGNIESZKA BOROŃCZYK";"1999.12.29";"2000.01.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"samodzielna";"";"";"";"90";"";"angielski";"Tak";"Tak";"Nie";"ogólnodostępny";"";"";"";"";""
